DOID,Old,New
 DOID:5409,"['xref: CSP2005:2017-6589', 'synonym: ""SCLC"" EXACT [CSP2005:2017-6589]', 'synonym: ""small cell carcinoma of lung"" RELATED []', 'synonym: ""small cell neuroendocrine carcinoma of lung"" EXACT [NCI2004_11_17:C4917]', 'synonym: ""small cell carcinoma of lung"" EXACT []']", 
 DOID:4937,['name: oxyphilic adenocarcinoma'],['name: obsolete oxyphilic adenocarcinoma']
 DOID:438, ,"['def: ""An autoimmune hypersensitivity disease affecting the nervous system."" [url:https\\://www.ncbi.nlm.nih.gov/pmc/articles/PMC1003353/, url:https\\://www.ncbi.nlm.nih.gov/pubmed/21619947]']"
 DOID:9426,['name: tuberculous bronchiectasis'],['name: obsolete tuberculous bronchiectasis']
 DOID:8197,['name: ovarian dermoid cyst with melanoma'],['name: obsolete ovarian dermoid cyst with melanoma']
 DOID:0050853, ,"['def: ""A venous insufficiency that is characterized by lower extremity swelling, hyperpigmentation, pruritus and venous ulceration caused by blood pooling in the veins."" [url:https\\://en.wikipedia.org/wiki/Chronic_venous_insufficiency]']"
 DOID:11696,['name: chronic hypomanic disorder'],['name: obsolete chronic hypomanic disorder']
 DOID:12040,['name: immune hydrops fetalis'],['name: obsolete immune hydrops fetalis']
 DOID:8812,['name: Measles virus otitis media'],['name: obsolete Measles virus otitis media']
 DOID:0050165,['name: tuberculous mesenteric gland'],['name: obsolete tuberculous mesenteric gland']
 DOID:7316,['name: inherited neuropathy'],['name: obsolete inherited neuropathy']
 DOID:10816,"['synonym: ""adenocarcinoma of duodenum"" RELATED []', 'synonym: ""adenocarcinoma of duodenum"" EXACT []']", 
 DOID:3209, ,"['def: ""An epidermolysis bullosa that is characterized by recurrent blistering located in the lamina lucida of the basement membrane secondary to minor trauma, which can cause limited wounds, dehydration, electrolyte abnormalities, severe infection, among other issues, and has_material_basis_in mutation in genes related to laminin 332, which strengthens the skin."" [url:https\\://ghr.nlm.nih.gov/condition/junctional-epidermolysis-bullosa#genes]']"
 DOID:5116,['name: central nervous system dermoid cyst'],['name: obsolete central nervous system dermoid cyst']
 DOID:2976,['name: glomerular vascular disorder'],['name: obsolete glomerular vascular disorder']
 DOID:12111,['name: vitamin A deficiency with xerophthalmic corneal scar'],['name: obsolete vitamin A deficiency with xerophthalmic corneal scar']
 DOID:0110302,"['xref: ORDO:265', 'is_a: DOID:0110273 ! autosomal dominant limb-girdle muscular dystrophy', 'synonym: ""limb-girdle muscular dystrophy due to caveolin-3 deficiency"" EXACT []', 'xref: ICD10CM:G71.0', 'name: autosomal dominant limb-girdle muscular dystrophy type 1C', 'def: ""An autosomal dominant limb-girdle muscular dystrophy that has_material_basis_in mutation in the caveolin-3 gene (CAV3) on chromosome 3p25."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/9537420]', 'xref: OMIM:607801', 'synonym: ""LGMD1C"" EXACT []', 'synonym: ""muscular dystrophy limb-girdle type IC"" EXACT []']","['is_obsolete: true', 'name: obsolete autosomal dominant limb-girdle muscular dystrophy type 1C']"
 DOID:7678,['is_a: DOID:3179 ! inverted papilloma'],['is_a: DOID:2615 ! papilloma']
 DOID:5785,['name: recurrent hepatoblastoma'],['name: obsolete recurrent hepatoblastoma']
 DOID:12724,['name: breast arcinoma metastatic to the liver'],['name: obsolete breast arcinoma metastatic to the liver']
 DOID:0080308, ,['is_a: DOID:0050737 ! autosomal recessive disease']
 DOID:12651,['name: disorder of optic chiasm associated with inflammatory disorder'],['name: obsolete disorder of optic chiasm associated with inflammatory disorder']
 DOID:12396,['name: entropion and trichiasis of eyelid'],['name: obsolete entropion and trichiasis of eyelid']
 DOID:0110466,"['xref: OMIM:616958', 'name: autosomal recessive nonsyndromic deafness 105', 'is_a: DOID:0050565 ! autosomal recessive nonsyndromic deafness', 'xref: ICD10CM:H90.3', 'synonym: ""DFNB105"" EXACT []', 'synonym: ""autosomal recessive deafness 105"" EXACT []', 'def: ""An autosomal recessive nonsyndromic deafness that has_material_basis_in mutation in the CDC14A gene on chromosome 1p21."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/27259055]']","['is_obsolete: true', 'name: obsolete autosomal recessive nonsyndromic deafness 105']"
 DOID:12910,['name: sickle-cell/Hb-C disease with crisis'],['name: obsolete sickle-cell/Hb-C disease with crisis']
 DOID:10334,['name: craniofacial abnormality'],['name: obsolete craniofacial abnormality']
 DOID:0050297,['name: primary Francisellaceae infectious disease'],['name: obsolete primary Francisellaceae infectious disease']
 DOID:0050111,['name: Microsporum fulvum tinea capitis'],['name: obsolete Microsporum fulvum tinea capitis']
 DOID:2152,"['synonym: ""epithelial tumor of ovary"" EXACT []', 'synonym: ""epithelial tumor of ovary"" RELATED []']", 
 DOID:844,['name: chronic depressive disorder'],['name: obsolete chronic depressive disorder']
 DOID:11733,['name: syphilitic aortic aneurysm'],['name: obsolete syphilitic aortic aneurysm']
 DOID:9184,['name: sleep arousal disorder'],['name: obsolete sleep arousal disorder']
 DOID:8453,['name: folic acid deficiency'],['name: obsolete folic acid deficiency']
 DOID:10255,['name: conjunctival degenerations and deposits'],['name: obsolete conjunctival degenerations and deposits']
 DOID:558,['name: acute pyelonephritis without lesion of renal medullary necrosis'],['name: obsolete acute pyelonephritis without lesion of renal medullary necrosis']
 DOID:0050941, ,"['def: ""A spastic ataxia that is characterized by cerebellar ataxia, spasticity and peripheral neuropathy in the first two decades of life, has_material_basis_in homozygous mutation in the KIF1C gene on chromosome 17p13."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/17273843]']"
 DOID:0060392, ,"['def: ""A chromosomal deletion syndrome that is characterized by microcephaly, dysmorphic facies, psychomotor delay and failure to thrive, has_material_basis_in isolated cases of partial deletion of the long arm of chromosome 14."" [url:https\\://www.omim.org/entry/613457]']"
 DOID:0050855, ,"['def: ""A kidney disease that is characterized by progressive detrimental connective tissue deposition of the kidney parenchyma leading to deterioration of renal function."" [url:https\\://www.ncbi.nlm.nih.gov/pmc/articles/PMC2776335/]']"
 DOID:4056,['name: adult rhabdomyosarcoma'],['name: obsolete adult rhabdomyosarcoma']
 DOID:7590,['name: ovarian dermoid cyst with secondary melanocytic lesion'],['name: obsolete ovarian dermoid cyst with secondary melanocytic lesion']
 DOID:7029,['name: site specific early onset breast cancer syndrome'],['name: obsolete site specific early onset breast cancer syndrome']
 DOID:0050965, ,"['def: ""An autosomal dominant cerebellar ataxia that is characterized by progressive ataxia, nystagmus, dysarthria and dysphagia, has_material_basis_in mutation in the ITPR1 gene."" [url:https\\://rarediseases.info.nih.gov/diseases/10477/spinocerebellar-ataxia-15]']"
 DOID:8903,"[""name: Hodgkin's granuloma involving lymph nodes of axilla and upper limb""]","[""name: obsolete Hodgkin's granuloma involving lymph nodes of axilla and upper limb""]"
 DOID:0060382,"['def: ""An orofaciodigital syndrome characterized by retinal abnormalities, and a lobulated or hamartomatous tongue."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/18000902]']","['def: ""An orofaciodigital syndrome that is characterized by highly arched palate with bifid tongue,  harmartomatous tongue, hypertelorism, telecanthus, strabismus,bifid nasal tip, short stature, bifid halluces, forked metatarsal, polydactyly, mild intellectual deficit and specific retinal abnormalities, and has_material_basis_in autosomal recessive inheritance."" [url:https\\://rarediseases.info.nih.gov/diseases/10520/orofaciodigital-syndrome-9, url:https\\://www.ncbi.nlm.nih.gov/pubmed/18000902]']"
 DOID:4876,"['synonym: ""Ca trachea"" EXACT []']", 
 DOID:7555,['name: HIV leukoencephalopathy'],['name: obsolete HIV leukoencephalopathy']
 DOID:1805,['name: coxsackie carditis'],['name: obsolete coxsackie carditis']
 DOID:11604,['name: idiopathic hydrops fetalis'],['name: obsolete idiopathic hydrops fetalis']
 DOID:13023,['name: sickle cell trait'],['name: obsolete sickle cell trait']
 DOID:0050507,['name: AIDS-related cryptosporidiosis'],['name: obsolete AIDS-related cryptosporidiosis']
 DOID:195,['name: reproductive endocrine cancer'],['name: obsolete reproductive endocrine cancer']
 DOID:9790,['is_a: DOID:936 ! brain disease'], 
 DOID:5069,['name: uterine corpus soft tissue neoplasm'],['name: obsolete uterine corpus soft tissue neoplasm']
 DOID:12239,"['synonym: ""squamous cell carcinoma of anal margin"" EXACT []', 'synonym: ""squamous cell carcinoma of anal margin"" RELATED []']", 
 DOID:98,['name: staphylococcal infectious disease'],['name: obsolete staphylococcal infectious disease']
 DOID:5386,"['is_a: DOID:657 ! adenoma', 'def: ""An adenoma that is located_in the lung."" [url:https\\://www.lungcancer.org/find_information/publications/163-lung_cancer_101/268-types_and_staging]']","['def: ""A lung benign neoplasm that derives_from glandular epithelial cells."" [url:https\\://www.lungcancer.org/find_information/publications/163-lung_cancer_101/268-types_and_staging]']"
 DOID:12135,['name: acquired factor VIII deficiency'],['name: obsolete acquired factor VIII deficiency']
 DOID:7301,['name: inferior vena cava leiomyosarcoma'],['name: obsolete inferior vena cava leiomyosarcoma']
 DOID:1758,['name: Histoplasma capsulatum pneumonia'],['name: obsolete Histoplasma capsulatum pneumonia']
 DOID:11897,['name: Blastocystis hominis infectious disease'],['name: obsolete Blastocystis hominis infectious disease']
 DOID:8205,['name: alloimmunization'],['name: obsolete alloimmunization']
 DOID:3125,['name: multiple endocrine neoplasia'],['name: obsolete multiple endocrine neoplasia']
 DOID:7234,['is_a: DOID:60004 ! malignant cystadenoma'], 
 DOID:0060026, ,"['def: ""A B cell deficiency that is characterized by mucosal infections and autoimmune diseases due to lack of production of immunoglobulin A antibody, and has_material_basis_in autosomal recessive inheritance."" [url:https\\://en.wikipedia.org/wiki/Selective_immunoglobulin_A_deficiency]']"
 DOID:10173,['name: tuberculous myelitis'],['name: obsolete tuberculous myelitis']
 DOID:0060285, ,"['def: ""An inherited neural tube defect that is characterized by enlarged openings in the parietal bones of the skull, has_material_basis_in mutation in the ALX4 gene or MSX2 gene."" [url:https\\://ghr.nlm.nih.gov/condition/enlarged-parietal-foramina]']"
 DOID:3589,['name: Poor Prognosis metastatic Gestational Trophoblastic tumor'],['name: obsolete Poor Prognosis metastatic Gestational Trophoblastic tumor']
 DOID:4912,['name: disseminated adenocarcinoma'],['name: obsolete disseminated adenocarcinoma']
 DOID:8825,"[""name: Hodgkin's paragranuloma involving spleen""]","[""name: obsolete Hodgkin's paragranuloma involving spleen""]"
 DOID:0050704,"['def: ""An electroclinical syndrome with onset in childhood between one and 12 years of age."" [JA:Epilepsy Genetics Kiel, url:https\\://www.ncbi.nlm.nih.gov/pubmed/20196795]']","['def: ""An electroclinical syndrome with onset in childhood between one and 12 years of age."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/20196795]', 'comment: JA:Epilepsy Genetics Kiel']"
 DOID:5017,['name: hepatitis virus related hepatocellular carcinoma'],['name: obsolete hepatitis virus related hepatocellular carcinoma']
 DOID:0050315,['name: commensal Clostridiaceae infectious disease'],['name: obsolete commensal Clostridiaceae infectious disease']
 DOID:12404,['name: tinea'],['name: obsolete tinea']
 DOID:1543,['name: metastatic neoplasm of parathyroid'],['name: obsolete metastatic neoplasm of parathyroid']
 DOID:1402,['name: agalactia'],['name: obsolete agalactia']
 DOID:13817,['name: single episode manic disease moderate degree'],['name: obsolete single episode manic disease moderate degree']
 DOID:13702,['name: postpartum benign essential hypertension'],['name: obsolete postpartum benign essential hypertension']
 DOID:4746,['name: olfaction disorder'],['name: obsolete olfaction disorder']
 DOID:7084,['name: recurrent adult primary liver cancer'],['name: obsolete recurrent adult primary liver cancer']
 DOID:5468,"['def: ""A biliary tract neoplasm characterized by multiple papillary tumors in the intrahepatic and/or extrahepatic biliary tree."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/21988050]']","['def: ""A biliary tract benign neoplasm characterized by multiple papillary tumors in the intrahepatic and/or extrahepatic biliary tree."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/21988050]']"
 DOID:9925,['name: hyperostosis frontalis interna'],['name: obsolete hyperostosis frontalis interna']
 DOID:0060396, ,"['def: ""A chromosomal deletion syndrome that is characterized by intellectual disability and developmental delay, has_material_basis_in partial deletion of the long arm of chromosome 15."" [url:https\\://rarediseases.info.nih.gov/diseases/10990/chromosome-15q252-microdeletion]']"
 DOID:8024,['name: male genital tuberculosis'],['name: obsolete male genital tuberculosis']
 DOID:449,['name: head neoplasm'],['name: obsolete head neoplasm']
 DOID:7256,['name: anaplastic urethra carcinoma'],['name: obsolete anaplastic urethra carcinoma']
 DOID:654, ,"['def: ""A nutrition disease that is characterized by an excess of a nutritional element, such as a vitamin, mineral, carbohydrate, protein, fat, or general energy content."" [url:https\\://en.wikipedia.org/wiki/Overnutrition]']"
 DOID:2255,['name: short rib-polydactyly syndrome'],['name: obsolete short rib-polydactyly syndrome']
 DOID:0050189,['name: polioencephalitis'],['name: obsolete polioencephalitis']
 DOID:0050498,['name: dsDNA virus infectious disease'],['name: obsolete dsDNA virus infectious disease']
 DOID:10844,['is_a: DOID:936 ! brain disease'], 
 DOID:10204,['name: lipoma of intra-abdominal organ'],['name: obsolete lipoma of intra-abdominal organ']
 DOID:11668,['is_a: DOID:10120 ! eyelid degenerative disease'],"['is_a: DOID:530 ! eyelid disease', 'def: ""A pigmentation disease that is characterized by loss of pigmentation of the eyelid and has_symptom white or light macules or patches on the eyelid, and has_material_basis_in autoimmune conditions like vitiligo, chronic inflammation, malignancy, or exposure to destructive substances."" [url:https\\://en.wikipedia.org/wiki/Vitiligo, url:https\\://www.aafp.org/afp/1998/0601/p2695.html]']"
